"","X","id","listing_url","host_id","host_url","host_name","host_since","host_location","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","place"
"1535",1542,32790068,"https://www.airbnb.com/rooms/32790068",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20923,4.41303,"t","Apartment","Entire home/apt",4,1,1,3,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.6,1125,"t",30,60,90,365,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,NA,"Antwerp"
"1536",1543,32790169,"https://www.airbnb.com/rooms/32790169",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.2093,4.4144,"t","Apartment","Entire home/apt",4,1,1,3,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.6,1125,"t",30,60,90,365,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,NA,"Antwerp"
"1537",1544,32791327,"https://www.airbnb.com/rooms/32791327",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20965,4.41347,"t","Apartment","Entire home/apt",8,2,3,4,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,6,1125,1125,2.9,1125,"t",30,56,78,347,"3/21/2020",5,5,"5/19/2019","3/7/2020",96,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,0.49,"Antwerp"
"1538",1545,32791864,"https://www.airbnb.com/rooms/32791864",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20758,4.4145,"t","Apartment","Entire home/apt",8,2,3,6,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,6,1125,1125,2.9,1125,"t",30,56,78,346,"3/21/2020",4,4,"6/25/2019","8/31/2019",93,9,10,10,10,9,10,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,0.44,"Antwerp"
"1539",1546,32802907,"https://www.airbnb.com/rooms/32802907",228522778,"https://www.airbnb.com/users/show/228522778","Olena","12/1/2018","Antwerp, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/805cd87a-5a71-414b-90b9-d78e581c169e.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/805cd87a-5a71-414b-90b9-d78e581c169e.jpg?aki_policy=profile_x_medium","",4,4,"['email', 'phone', 'google']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Theaterbuurt-Meir",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21443,4.41064,"t","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",NA,"$85.00 ","","","$0.00 ","$15.00 ",1,"$0.00 ",2,180,2,2,180,180,2,180,"t",0,0,0,119,"3/21/2020",4,4,"3/24/2019","10/21/2019",95,10,10,10,10,10,10,NA,"t","f","flexible","f","f",6,4,2,0,0.33,"Antwerp"
"1540",1547,32803857,"https://www.airbnb.com/rooms/32803857",10731908,"https://www.airbnb.com/users/show/10731908","Sebastiaan","12/20/2013","Antwerp, Flanders, Belgium","N/A","N/A","80%","f","https://a0.muscache.com/im/users/10731908/profile_pic/1387567542/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/10731908/profile_pic/1387567542/original.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Stuivenberg",NA,"Antwerpen","Vlaanderen","2060","Antwerp","Antwerpen, Belgium","BE","Belgium",51.22118,4.43005,"t","House","Entire home/apt",3,0.5,1,2,"Real Bed",NA,"$50.00 ","","","","",1,"$0.00 ",1,14,1,1,14,14,1,14,"t",0,0,0,0,"3/21/2020",3,2,"3/12/2019","4/7/2019",87,9,9,10,10,10,9,NA,"t","f","flexible","f","f",1,1,0,0,0.24,"Antwerp"
"1541",1548,32827570,"https://www.airbnb.com/rooms/32827570",82449992,"https://www.airbnb.com/users/show/82449992","Charlotte","7/8/2016","Bruges, Flanders, Belgium","within a day","60%","90%","f","https://z0.muscache.cn/im/pictures/user/22140c24-3ed3-4214-abb9-002f5197ad76.jpg?aki_policy=profile_small","https://z0.muscache.cn/im/pictures/user/22140c24-3ed3-4214-abb9-002f5197ad76.jpg?aki_policy=profile_x_medium","",1,1,"['phone', 'facebook']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Oud - Merksem",NA,"Antwerpen","Vlaanderen","2170","Antwerp","Antwerpen, Belgium","BE","Belgium",51.24209,4.44023,"t","Apartment","Entire home/apt",2,1.5,2,1,"Real Bed",NA,"$40.00 ","","","$0.00 ","$15.00 ",1,"$10.00 ",1,30,1,1,1125,1125,1,1125,"t",25,55,82,171,"3/21/2020",20,20,"3/31/2019","2/13/2020",87,9,9,9,9,10,10,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,1.68,"Antwerp"
"1542",1549,32841697,"https://www.airbnb.com/rooms/32841697",247063811,"https://www.airbnb.com/users/show/247063811","Gert En Kristof","3/5/2019","Antwerp, Flanders, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/fddfb131-8219-436a-906c-2164e61f0a79.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/fddfb131-8219-436a-906c-2164e61f0a79.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Eilandje",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.23309,4.41323,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$59.00 ","","","$150.00 ","$25.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",29,44,50,114,"3/21/2020",64,64,"3/31/2019","3/9/2020",99,10,10,10,10,9,10,NA,"t","f","flexible","f","f",1,1,0,0,5.38,"Antwerp"
"1543",1550,32894079,"https://www.airbnb.com/rooms/32894079",247469783,"https://www.airbnb.com/users/show/247469783","Christian","3/7/2019","Antwerp, Flanders, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/80644947-0518-43af-82fe-78c547d50f8b.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/80644947-0518-43af-82fe-78c547d50f8b.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Haringrode",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20242,4.425,"t","House","Entire home/apt",4,3.5,2,2,"Real Bed",NA,"$123.00 ","","","$0.00 ","$24.00 ",1,"$0.00 ",2,7,2,2,7,7,2,7,"t",8,27,47,105,"3/21/2020",45,45,"4/6/2019","1/27/2020",98,10,10,10,10,10,10,NA,"f","f","flexible","f","f",1,1,0,0,3.85,"Antwerp"
"1544",1551,32927683,"https://www.airbnb.com/rooms/32927683",247746761,"https://www.airbnb.com/users/show/247746761","Elke","3/9/2019","BE","within an hour","86%","84%","f","https://a0.muscache.com/im/pictures/user/4fbf11c9-2a6b-42ad-a790-f58e11199133.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/4fbf11c9-2a6b-42ad-a790-f58e11199133.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'google']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Markgrave",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.19548,4.41006,"t","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",NA,"$89.00 ","","","$150.00 ","$30.00 ",1,"$0.00 ",1,31,1,1,31,31,1,31,"t",21,24,42,42,"3/21/2020",14,14,"4/7/2019","2/16/2020",93,10,9,10,10,10,9,NA,"t","f","flexible","f","f",1,1,0,0,1.2,"Antwerp"
"1545",1552,32928745,"https://www.airbnb.com/rooms/32928745",184760898,"https://www.airbnb.com/users/show/184760898","Amir","4/17/2018","Brussels, Brussels, Belgium","within an hour","97%","100%","f","https://a0.muscache.com/im/pictures/user/04650738-9ea2-4e40-9237-41006000c89b.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/04650738-9ea2-4e40-9237-41006000c89b.jpg?aki_policy=profile_x_medium","Ixelles",15,15,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Historisch Centrum",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.22102,4.39878,"f","Condominium","Entire home/apt",6,1,0,3,"Real Bed",NA,"$50.00 ","","","$0.00 ","$20.00 ",1,"$10.00 ",1,55,1,1,55,55,1,55,"t",16,41,55,55,"3/21/2020",15,15,"7/28/2019","1/18/2020",66,7,9,7,7,9,7,NA,"t","f","moderate","f","f",9,9,0,0,1.89,"Antwerp"
"1546",1553,32940462,"https://www.airbnb.com/rooms/32940462",80282101,"https://www.airbnb.com/users/show/80282101","Kessarin","6/27/2016","Antwerp, Flanders, Belgium","within an hour","100%","96%","f","https://z0.muscache.cn/im/pictures/user/64e92dd1-3e33-4c89-ad92-2f133740aee0.jpg?aki_policy=profile_small","https://z0.muscache.cn/im/pictures/user/64e92dd1-3e33-4c89-ad92-2f133740aee0.jpg?aki_policy=profile_x_medium","",5,5,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Zuid",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21198,4.39426,"t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",NA,"$45.00 ","","","$500.00 ","$60.00 ",2,"$15.00 ",3,1125,3,3,1125,1125,3,1125,"t",10,10,10,10,"3/21/2020",18,18,"4/1/2019","12/14/2019",97,10,10,10,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",3,3,0,0,1.52,"Antwerp"
"1547",1554,32947737,"https://www.airbnb.com/rooms/32947737",10661360,"https://www.airbnb.com/users/show/10661360","Ivor","12/16/2013","Antwerp, Flanders, Belgium","within a day","67%","67%","f","https://a0.muscache.com/im/pictures/user/1e26634c-03e2-43d1-9e96-b472429394a5.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/1e26634c-03e2-43d1-9e96-b472429394a5.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone', 'reviews']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Brederode",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20217,4.39787,"f","House","Entire home/apt",4,1,2,2,"Real Bed",NA,"$85.00 ","","","$100.00 ","$25.00 ",2,"$20.00 ",2,1125,2,2,1125,1125,2,1125,"t",14,18,18,30,"3/21/2020",2,2,"4/1/2019","1/1/2020",100,10,10,10,10,10,10,NA,"t","f","moderate","f","f",3,3,0,0,0.17,"Antwerp"
"1548",1555,32971329,"https://www.airbnb.com/rooms/32971329",248149473,"https://www.airbnb.com/users/show/248149473","Christiane","3/11/2019","Antwerp, Flanders, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/8232ed80-f1b0-47c5-9989-380bdf2d519a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8232ed80-f1b0-47c5-9989-380bdf2d519a.jpg?aki_policy=profile_x_medium","",11,11,"['email', 'phone', 'offline_government_id', 'government_id', 'work_email']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Historisch Centrum",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21831,4.39848,"t","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",NA,"$150.00 ","","","","",1,"$0.00 ",2,188,1,4,188,188,2.2,188,"t",0,20,39,132,"3/21/2020",21,21,"3/22/2019","2/25/2020",98,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",5,5,0,0,1.72,"Antwerp"
"1549",1556,32977224,"https://www.airbnb.com/rooms/32977224",149352979,"https://www.airbnb.com/users/show/149352979","Iris","9/6/2017","BE","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/44acae4a-837d-4756-b523-48926d28ab86.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/44acae4a-837d-4756-b523-48926d28ab86.jpg?aki_policy=profile_x_medium","",2,2,"['phone', 'offline_government_id', 'government_id']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Centraal Station",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21361,4.41682,"t","Apartment","Entire home/apt",2,1,0,2,"Real Bed",NA,"$60.00 ","","","$300.00 ","$25.00 ",1,"$0.00 ",7,1125,3,7,1125,1125,6.6,1125,"t",30,40,69,311,"3/21/2020",21,21,"3/24/2019","2/28/2020",97,10,10,10,10,9,10,NA,"t","f","moderate","f","f",2,2,0,0,1.73,"Antwerp"
"1550",1558,33005678,"https://www.airbnb.com/rooms/33005678",244272948,"https://www.airbnb.com/users/show/244272948","Arass Hotel***& Business Flats","2/20/2019","Antwerp, Flanders, Belgium","within an hour","80%","99%","f","https://a0.muscache.com/im/pictures/user/d69bda29-98c8-43a8-8425-bd923199a3a9.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d69bda29-98c8-43a8-8425-bd923199a3a9.jpg?aki_policy=profile_x_medium","",6,6,"['email', 'phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Centraal Station",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21039,4.42708,"t","Aparthotel","Hotel room",2,1,1,2,"Real Bed",NA,"$102.00 ","","","$250.00 ","$0.00 ",1,"$0.00 ",1,1125,1,1,1000,1125,1,1026.9,"t",29,59,89,354,"3/21/2020",11,11,"5/5/2019","12/14/2019",89,9,9,9,9,9,9,NA,"t","f","flexible","f","f",6,0,0,0,1.02,"Antwerp"
"1551",1559,33005778,"https://www.airbnb.com/rooms/33005778",244272948,"https://www.airbnb.com/users/show/244272948","Arass Hotel***& Business Flats","2/20/2019","Antwerp, Flanders, Belgium","within an hour","80%","99%","f","https://a0.muscache.com/im/pictures/user/d69bda29-98c8-43a8-8425-bd923199a3a9.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d69bda29-98c8-43a8-8425-bd923199a3a9.jpg?aki_policy=profile_x_medium","",6,6,"['email', 'phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Centraal Station",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21039,4.42708,"t","Aparthotel","Hotel room",2,1,1,2,"Real Bed",NA,"$120.00 ","","","$250.00 ","$0.00 ",1,"$0.00 ",1,1125,1,1,1000,1125,1,1026.9,"t",29,59,89,361,"3/21/2020",6,6,"4/22/2019","7/13/2019",67,8,9,8,8,8,9,NA,"t","f","flexible","f","f",6,0,0,0,0.54,"Antwerp"
"1552",1560,33005812,"https://www.airbnb.com/rooms/33005812",244272948,"https://www.airbnb.com/users/show/244272948","Arass Hotel***& Business Flats","2/20/2019","Antwerp, Flanders, Belgium","within an hour","80%","99%","f","https://a0.muscache.com/im/pictures/user/d69bda29-98c8-43a8-8425-bd923199a3a9.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d69bda29-98c8-43a8-8425-bd923199a3a9.jpg?aki_policy=profile_x_medium","",6,6,"['email', 'phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Centraal Station",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21039,4.42708,"t","Aparthotel","Hotel room",2,1,1,1,"Real Bed",NA,"$129.00 ","","","$250.00 ","$0.00 ",1,"$0.00 ",1,1125,1,1,1000,1125,1,1026.9,"t",2,32,62,334,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","flexible","f","f",6,0,0,0,NA,"Antwerp"
"1553",1561,33005836,"https://www.airbnb.com/rooms/33005836",244272948,"https://www.airbnb.com/users/show/244272948","Arass Hotel***& Business Flats","2/20/2019","Antwerp, Flanders, Belgium","within an hour","80%","99%","f","https://a0.muscache.com/im/pictures/user/d69bda29-98c8-43a8-8425-bd923199a3a9.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d69bda29-98c8-43a8-8425-bd923199a3a9.jpg?aki_policy=profile_x_medium","",6,6,"['email', 'phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Centraal Station",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21039,4.42708,"t","Aparthotel","Hotel room",2,1,1,2,"Real Bed",NA,"$147.00 ","","","$250.00 ","$0.00 ",1,"$0.00 ",1,1125,1,1,1000,1125,1,1026.9,"t",29,59,89,361,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","flexible","f","f",6,0,0,0,NA,"Antwerp"
"1554",1562,33005958,"https://www.airbnb.com/rooms/33005958",244272948,"https://www.airbnb.com/users/show/244272948","Arass Hotel***& Business Flats","2/20/2019","Antwerp, Flanders, Belgium","within an hour","80%","99%","f","https://a0.muscache.com/im/pictures/user/d69bda29-98c8-43a8-8425-bd923199a3a9.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d69bda29-98c8-43a8-8425-bd923199a3a9.jpg?aki_policy=profile_x_medium","",6,6,"['email', 'phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Centraal Station",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21039,4.42708,"t","Aparthotel","Hotel room",3,1,2,3,"Real Bed",NA,"$182.00 ","","","$250.00 ","$0.00 ",1,"$0.00 ",1,1125,1,1,1000,1125,1,1026.9,"t",17,46,76,342,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","flexible","f","f",6,0,0,0,NA,"Antwerp"
"1555",1563,33008361,"https://www.airbnb.com/rooms/33008361",187508267,"https://www.airbnb.com/users/show/187508267","Nicole","5/2/2018","BE","within a few hours","100%","99%","t","https://a0.muscache.com/im/pictures/user/bbda6fd7-3655-4398-b6df-f0365113bdd5.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/bbda6fd7-3655-4398-b6df-f0365113bdd5.jpg?aki_policy=profile_x_medium","",3,3,"['phone', 'offline_government_id', 'government_id']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Centraal Station",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21751,4.42173,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",NA,"$49.00 ","","","$0.00 ","$25.00 ",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",27,54,81,163,"3/21/2020",69,69,"3/24/2019","3/9/2020",97,10,10,10,10,10,10,NA,"f","f","moderate","f","f",1,1,0,0,5.69,"Antwerp"
"1556",1564,33015692,"https://www.airbnb.com/rooms/33015692",53580687,"https://www.airbnb.com/users/show/53580687","Matthijs","1/6/2016","Kruibeke, Flanders, Belgium","within an hour","94%","100%","f","https://a0.muscache.com/im/pictures/user/485ba518-9f2c-4f72-9068-a9e00754767e.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/485ba518-9f2c-4f72-9068-a9e00754767e.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'offline_government_id', 'selfie', 'government_id']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Theaterbuurt-Meir",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21843,4.41543,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",NA,"$52.00 ","","","$200.00 ","$20.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",27,50,75,323,"3/21/2020",57,57,"3/29/2019","3/2/2020",91,9,9,10,10,10,9,NA,"t","f","moderate","f","f",1,1,0,0,4.76,"Antwerp"
"1557",1565,33033659,"https://www.airbnb.com/rooms/33033659",248149473,"https://www.airbnb.com/users/show/248149473","Christiane","3/11/2019","Antwerp, Flanders, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/8232ed80-f1b0-47c5-9989-380bdf2d519a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8232ed80-f1b0-47c5-9989-380bdf2d519a.jpg?aki_policy=profile_x_medium","",11,11,"['email', 'phone', 'offline_government_id', 'government_id', 'work_email']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Historisch Centrum",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21835,4.39839,"t","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",NA,"$130.00 ","","","","",1,"$0.00 ",2,188,2,3,188,188,2.2,188,"t",0,20,38,146,"3/21/2020",33,32,"3/20/2019","3/7/2020",99,10,10,10,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",5,5,0,0,2.69,"Antwerp"
"1558",1566,33056642,"https://www.airbnb.com/rooms/33056642",8065993,"https://www.airbnb.com/users/show/8065993","Dorien","8/10/2013","Antwerpen, Flanders, Belgium","N/A","N/A","33%","f","https://a0.muscache.com/im/users/8065993/profile_pic/1376148742/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/8065993/profile_pic/1376148742/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Harmonie",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20264,4.40928,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",NA,"$75.00 ","","","$0.00 ","$15.00 ",2,"$10.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,3,93,"3/21/2020",1,1,"3/31/2019","3/31/2019",100,10,10,10,10,10,10,NA,"f","f","moderate","f","f",1,1,0,0,0.08,"Antwerp"
